customer_id,age,annual_income_usd,months_since_signup,avg_session_length_min,pages_per_session,web_time_sec,app_time_sec,store_visits_30d,purchases_30d,returns_30d,cart_abandon_rate_pct,loyalty_score,signup_days_ago,preferred_channel,device_os,country,day_of_week,is_holiday_season,segment
3323,18,26322.0,9,11.3,6,277.0,134,0,1,0,39.0,55.8,299,web,Android,BR,Sun,0,budget
3324,52,36343.0,93,9.3,6,620.0,194,0,0,0,69.6,86.0,2809,web,Android,TR,Mon,0,budget
3325,35,28137.0,68,14.1,3,200.0,71,2,3,1,,39.0,2043,app,Android,US,Mon,1,budget
3326,51,24718.0,83,7.3,5,389.0,215,1,5,0,11.4,33.4,2510,app,iOS,TR,Tue,0,budget
3327,56,30829.0,38,12.7,12,128.0,90,2,2,0,46.3,35.6,1169,web,Desktop,IN,Fri,0,budget
3328,28,48926.0,60,4.8,7,168.0,147,0,1,0,48.0,74.9,1829,web,Android,TR,Mon,0,budget
3329,42,48143.0,48,20.1,3,73.0,196,1,5,0,62.7,56.6,1455,mixed,Android,US,Wed,1,budget
3330,21,14342.0,77,38.8,2,97.0,157,1,3,1,56.8,62.3,2322,,Desktop,TR,Sat,0,budget
3331,53,15290.0,58,15.7,7,,102,0,1,0,11.7,52.1,1762,web,Desktop,TR,Thu,0,budget
3332,69,47278.0,46,18.7,3,13.0,45,0,4,0,54.0,47.2,1404,,iOS,US,Mon,0,budget
3333,70,159999.0,49,7.0,9,99.0,75,2,3,0,,17.1,1473,store,Android,BR,Thu,1,budget
3334,52,38581.0,67,3.1,5,,33,0,4,0,53.8,88.4,2032,app,iOS,IN,Wed,0,budget
3335,45,56469.0,118,20.9,6,201.0,147,0,2,1,50.9,62.6,3545,web,iOS,DE,Sat,0,budget
3336,42,40481.0,14,9.5,6,113.0,106,1,4,1,54.2,73.1,443,app,Desktop,IN,Tue,0,budget
3337,62,39748.0,73,12.1,4,95.0,281,1,5,0,82.7,16.5,2210,web,Android,IN,Wed,0,budget
3338,28,110833.0,7,29.9,10,347.0,35,0,1,0,50.3,76.0,231,web,iOS,DE,Mon,1,budget
3339,28,16202.0,21,23.1,11,280.0,130,2,2,0,83.1,78.4,641,web,iOS,TR,Mon,0,budget
3340,29,15882.0,82,11.0,1,93.0,31,3,3,1,89.2,0.0,2465,app,Android,IN,Thu,1,budget
3341,50,43180.0,88,6.5,11,413.0,248,0,1,0,60.5,25.9,2640,web,Android,IN,Thu,0,budget
3342,57,36988.0,37,,8,378.0,202,2,2,0,47.2,2.7,1138,mixed,Android,BR,Fri,0,budget
3343,19,32604.0,95,18.9,5,175.0,144,0,1,0,78.4,62.1,2874,web,iOS,IN,Mon,0,budget
3344,63,23016.0,85,16.6,4,176.0,141,1,2,0,58.5,100.0,2557,store,Android,US,Wed,0,loyal
3345,72,34020.0,43,13.6,9,75.0,38,0,1,0,16.6,70.1,1300,store,Android,TR,Wed,0,budget
3346,68,49464.0,111,10.4,14,241.0,103,1,6,0,35.6,66.6,3344,app,iOS,DE,Sun,0,loyal
3347,47,95411.0,120,1.0,1,326.0,170,0,3,1,,58.3,3614,app,Android,TR,Sat,1,loyal
3348,65,18074.0,90,26.5,2,456.0,80,0,5,0,39.8,40.6,2729,mixed,Desktop,IN,Sat,0,budget
3349,46,36662.0,98,15.8,5,424.0,207,0,0,0,42.3,72.7,2946,web,Android,TR,Thu,0,budget
3350,59,32980.0,112,19.7,6,125.0,219,3,3,0,47.5,87.6,3375,,Android,IN,Sat,1,budget
3351,27,29867.0,9,13.9,8,41.0,255,0,2,0,,55.3,283,mixed,Android,DE,Fri,0,budget
3352,30,25924.0,23,21.2,9,364.0,212,2,3,0,53.9,40.8,719,web,iOS,TR,Fri,1,budget
3353,30,42418.0,72,11.0,15,,122,1,3,0,14.9,72.6,2160,store,Android,IN,Wed,0,budget
3354,33,11775.0,12,2.0,6,100.0,146,1,3,1,,40.1,377,app,iOS,IN,Mon,0,budget
3355,22,64634.0,91,17.1,6,301.0,231,1,3,0,28.3,26.6,2754,web,Android,US,Mon,0,budget
3356,63,30900.0,110,1.4,1,151.0,166,0,2,0,19.6,63.7,3313,app,Android,TR,Fri,0,budget
3357,27,28036.0,44,22.2,8,101.0,30,1,4,1,15.7,28.0,1323,web,Desktop,IN,Thu,0,budget
3358,74,24121.0,95,5.9,8,164.0,375,0,2,0,61.0,88.8,2863,mixed,Desktop,US,Sun,0,budget
3359,57,37995.0,62,31.7,12,37.0,84,1,3,0,80.9,46.4,1879,web,iOS,TR,Fri,0,budget
3360,44,61018.0,19,18.9,8,446.0,47,2,4,0,73.8,57.5,587,web,Android,US,Fri,0,budget
3361,21,32876.0,105,6.3,10,,119,2,4,1,83.7,25.5,3178,web,iOS,US,Tue,0,budget
3362,36,51698.0,61,33.3,1,,519,0,7,0,48.0,65.3,1832,app,Android,US,Fri,0,impulsive
3363,47,33331.0,54,15.0,7,117.0,135,0,1,0,93.6,69.1,1645,,Android,IN,Fri,0,budget
3364,50,20722.0,33,26.8,3,129.0,246,1,1,0,46.7,46.1,1010,mixed,Desktop,DE,Tue,0,budget
3365,67,44180.0,34,18.1,3,181.0,187,2,3,1,69.5,60.6,1043,mixed,Android,US,Fri,0,budget
3366,60,60449.0,84,5.9,7,,214,0,2,1,34.0,53.0,2531,web,iOS,US,Fri,0,budget
3367,56,23528.0,50,12.7,10,257.0,495,0,5,0,56.5,75.0,1524,web,Desktop,IN,Tue,0,budget
3368,64,36545.0,108,32.8,12,179.0,56,0,3,0,46.9,45.2,3261,,Android,DE,Wed,0,budget
3369,43,58350.0,51,26.3,7,176.0,130,0,3,0,80.0,66.3,1540,store,iOS,DE,Mon,0,budget
3370,60,41658.0,40,19.7,11,323.0,215,0,1,0,29.1,49.4,1202,web,Desktop,US,Mon,0,budget
3371,43,31445.0,80,18.7,8,,86,1,2,1,61.7,88.4,2429,app,Android,DE,Mon,0,budget
3372,49,22818.0,37,26.1,10,613.0,51,1,4,1,63.7,26.8,1132,web,iOS,US,Sat,0,budget
3373,73,35367.0,55,15.3,1,327.0,60,0,1,0,76.6,34.0,1678,mixed,Android,IN,Wed,0,budget
3374,38,9593.0,106,21.6,5,473.0,82,0,1,0,81.1,48.3,3195,mixed,Desktop,DE,Sat,0,budget
3375,70,19047.0,115,35.3,8,305.0,162,0,2,0,69.4,21.4,3465,mixed,iOS,TR,Tue,0,budget
3376,73,104788.0,59,,4,162.0,361,1,1,0,46.9,15.2,1782,web,Android,TR,Wed,0,budget
3377,60,16574.0,45,17.7,5,287.0,66,1,3,0,36.0,44.6,1365,mixed,iOS,US,Tue,0,budget
3378,48,70483.0,86,11.5,4,126.0,245,1,1,0,57.6,19.6,2582,store,iOS,IN,Sat,0,budget
3379,26,84658.0,32,10.0,14,282.0,148,0,2,0,68.9,42.1,976,app,Android,US,Fri,0,budget
3380,47,30000.0,55,18.9,8,238.0,209,0,1,0,37.3,72.1,1656,app,Android,TR,Mon,0,budget
3381,69,42400.0,107,29.4,5,174.0,24,1,3,0,18.0,63.9,3232,web,iOS,TR,Sat,0,loyal
3382,45,17787.0,46,10.1,6,584.0,110,1,2,0,36.6,66.4,1396,web,Android,TR,Mon,0,budget
3383,21,35539.0,27,25.2,7,,66,1,4,1,61.1,50.7,812,web,iOS,DE,Tue,0,budget
3384,59,22152.0,49,16.3,8,225.0,50,2,1,0,57.6,92.4,1482,web,iOS,DE,Fri,0,budget
3385,41,23578.0,34,16.9,6,372.0,200,2,2,0,61.4,68.8,1032,app,Desktop,IN,Sun,0,budget
3386,35,19996.0,110,21.1,8,502.0,175,2,3,1,44.8,2.9,3328,web,Android,US,Sat,0,budget
3387,34,68996.0,46,13.7,2,293.0,19,1,4,1,37.0,76.0,1382,web,,TR,Sun,0,loyal
3388,31,44928.0,106,4.0,3,189.0,388,2,3,0,19.1,49.8,3195,web,iOS,TR,Thu,0,budget
3389,47,30468.0,47,18.7,1,243.0,187,0,1,0,40.5,13.4,1436,,,DE,Tue,0,budget
3390,75,51069.0,116,15.4,6,23.0,99,0,2,1,68.2,100.0,3486,app,iOS,TR,Thu,0,budget
3391,47,27923.0,51,1.0,6,165.0,41,0,2,0,43.9,45.7,1547,app,iOS,US,Sun,1,budget
3392,58,23429.0,91,25.3,9,538.0,295,0,0,0,51.5,49.8,2731,app,Android,TR,Sat,0,budget
3393,60,16556.0,71,1.3,7,112.0,82,1,2,0,51.6,61.4,2154,app,Android,IN,Thu,0,budget
3394,43,29769.0,29,19.0,2,201.0,175,1,3,0,57.8,66.6,874,app,iOS,TR,Thu,0,budget
3395,28,46424.0,52,2.3,3,,313,0,1,0,31.6,72.1,1570,app,iOS,DE,Fri,1,budget
3396,37,14685.0,41,1.7,5,185.0,80,2,4,0,23.5,69.0,1244,web,Android,IN,Fri,0,budget
3397,75,65185.0,39,6.3,3,160.0,313,1,1,0,39.1,64.2,1188,web,Desktop,DE,Sun,0,budget
3398,31,84136.0,80,3.8,4,562.0,213,0,2,0,50.5,44.1,2410,app,Android,TR,Wed,0,budget
3399,33,38919.0,12,17.4,7,138.0,97,3,3,1,75.4,35.6,373,web,Android,IN,Fri,1,budget
3400,74,51173.0,39,18.2,10,21.0,19,0,2,0,52.8,56.0,1179,web,Desktop,US,Wed,0,budget
3401,27,43418.0,3,6.2,11,163.0,157,3,2,0,75.1,88.4,112,web,iOS,IN,Wed,0,budget
3402,20,45573.0,48,12.7,7,229.0,123,0,4,1,41.7,68.6,1458,web,iOS,IN,Wed,0,budget
3403,63,59889.0,42,27.5,6,35.0,60,3,2,0,13.0,93.4,1285,app,,US,Mon,0,loyal
3404,69,41129.0,67,16.1,10,63.0,25,2,6,1,77.3,59.4,2012,,Desktop,IN,Sun,1,budget
3405,23,35154.0,112,9.5,6,358.0,230,1,3,0,58.2,51.6,3380,,Android,DE,Wed,0,budget
3406,73,19255.0,110,14.7,6,244.0,259,1,5,0,80.4,60.1,3325,web,Android,TR,Mon,0,budget
3407,28,34131.0,43,35.1,13,364.0,358,0,3,0,75.6,4.9,1299,mixed,Android,DE,Sun,0,budget
3408,60,103449.0,71,30.6,7,174.0,306,0,2,0,81.3,82.5,2158,,Android,BR,Sat,0,budget
3409,23,27759.0,86,23.8,10,277.0,80,0,1,0,61.3,33.2,2592,web,Android,IN,Fri,0,budget
3410,26,36525.0,15,2.7,7,247.0,35,0,1,0,21.2,84.6,467,mixed,Desktop,US,Wed,0,budget
3411,32,54258.0,102,26.5,9,201.0,124,0,5,1,72.6,67.1,3061,mixed,iOS,TR,Sun,0,budget
3412,31,39538.0,39,21.4,11,66.0,222,1,3,0,31.9,100.0,1195,web,iOS,IN,Tue,0,budget
3413,39,103186.0,105,15.6,9,55.0,101,0,3,0,59.3,74.0,3150,app,iOS,TR,Sat,0,loyal
3414,32,35899.0,52,27.9,10,529.0,190,0,2,0,42.8,51.5,1560,mixed,Desktop,IN,Mon,0,budget
3415,67,81145.0,114,37.5,7,,109,1,3,0,23.9,63.4,3422,app,Android,BR,Sun,0,loyal
3416,40,61568.0,102,15.7,5,289.0,103,0,1,0,29.4,91.7,3066,app,Android,TR,Thu,0,loyal
3417,73,23971.0,68,13.8,4,434.0,147,1,2,0,31.5,78.8,2054,web,iOS,US,Wed,0,budget
3418,59,21332.0,63,22.3,7,110.0,209,2,4,0,20.8,34.5,1907,web,iOS,TR,Wed,0,budget
3419,50,54173.0,46,25.6,5,272.0,20,1,3,0,60.0,1.7,1407,web,Desktop,US,Wed,0,budget
3420,66,31892.0,47,16.1,12,8.0,345,1,4,0,83.0,36.7,1422,app,Desktop,US,Sun,1,budget
3421,50,16523.0,1,26.3,8,148.0,335,0,1,0,,99.5,37,store,Desktop,IN,Wed,0,budget
3422,53,14298.0,83,5.7,7,220.0,139,0,4,0,41.4,9.0,2512,app,,BR,Fri,0,budget
3423,45,35985.0,118,25.9,10,247.0,270,0,1,0,30.8,23.3,3543,app,Android,IN,Sun,0,budget
3424,60,185744.31447714788,63,26.5,9,478.0,329,1,2,0,47.1,40.3,1891,web,Desktop,IN,Thu,0,budget
3425,41,24184.0,103,13.6,10,265.0,386,1,3,0,24.4,85.5,3107,,iOS,US,Mon,0,budget
3426,38,80457.0,117,5.6,11,454.0,37,0,0,0,,82.1,3537,web,iOS,BR,Thu,0,budget
3427,63,26263.0,50,,12,20.0,447,1,6,1,58.7,42.0,1514,app,Android,TR,Thu,0,budget
3428,29,70758.0,106,1.0,11,834.0,97,1,4,1,,66.3,3202,store,,DE,Thu,0,loyal
3429,44,26778.0,22,7.2,7,66.0,171,1,2,0,38.7,73.7,678,app,Android,TR,Tue,0,budget
3430,44,54740.0,22,3.6,10,266.0,91,2,3,0,74.8,51.4,675,,Desktop,BR,Thu,0,budget
3431,58,38338.0,115,,3,390.0,575,0,0,0,60.9,50.6,3451,web,Desktop,US,Tue,0,budget
3432,70,48040.0,15,15.6,7,129.0,285,0,2,0,40.2,39.6,467,web,Android,TR,Thu,0,budget
3433,49,61533.0,90,17.3,5,101.0,270,2,7,1,0.0,57.4,2708,mixed,Android,US,Mon,0,loyal
3434,62,273658.5982889432,81,25.1,4,1495.0,394,0,2,0,26.4,76.1,2436,store,Android,US,Mon,1,loyal
3435,24,36740.0,4,17.1,5,100.0,52,1,5,1,52.6,62.0,146,web,Desktop,IN,Wed,0,budget
3436,50,26375.0,84,16.0,4,139.0,52,0,0,0,,47.1,2543,web,Android,IN,Mon,1,budget
3437,36,52252.0,72,20.6,10,261.0,501,1,4,0,26.5,50.9,2175,,iOS,US,Mon,0,budget
3438,36,26738.0,98,11.5,10,184.0,303,1,3,0,72.2,98.5,2945,web,iOS,TR,Fri,0,budget
3439,75,41039.0,118,25.8,12,314.0,80,0,1,0,,21.7,3564,web,Android,TR,Sun,0,budget
3440,33,31730.0,7,12.2,4,86.0,216,0,1,0,56.2,44.6,226,mixed,iOS,BR,Sun,0,budget
3441,31,82017.0,34,21.2,8,,143,1,4,0,80.8,100.0,1048,,iOS,TR,Tue,0,loyal
3442,58,12301.0,78,19.8,5,246.0,182,0,4,0,73.8,72.0,2364,web,Desktop,US,Mon,0,budget
3443,38,52541.0,90,22.7,11,246.0,110,3,2,0,75.1,51.9,2707,web,Android,US,Thu,0,budget
3444,23,27378.0,62,11.7,6,233.0,41,0,3,0,29.8,55.3,1865,web,Android,US,Tue,0,budget
3445,65,23548.0,9,18.4,6,40.0,520,0,1,0,37.1,64.6,272,mixed,Android,US,Wed,0,budget
3446,63,59646.0,103,8.5,12,467.0,79,0,2,0,51.5,15.2,3102,web,Android,DE,Sun,0,budget
3447,65,24822.0,58,23.6,9,121.0,121,0,4,0,41.0,24.8,1762,mixed,Android,US,Sun,0,budget
3448,58,65954.0,40,17.1,8,149.0,161,0,1,0,37.8,35.6,1213,app,iOS,US,Wed,0,budget
3449,66,40004.0,49,7.9,1,670.0,165,0,2,0,69.9,18.0,1474,app,Desktop,TR,Sun,0,budget
3450,36,35630.0,20,15.6,1,417.0,93,1,6,0,79.7,43.7,612,app,Android,TR,Tue,0,budget
3451,49,77306.0,78,16.5,6,198.0,418,1,4,0,64.9,51.6,2344,web,Android,BR,Wed,0,budget
3452,41,33086.0,78,3.1,5,136.0,80,1,2,0,50.1,29.0,2349,app,iOS,TR,Thu,0,budget
3453,31,72589.14215540074,78,7.2,6,433.0,133,0,2,0,18.2,69.1,2358,app,iOS,TR,Tue,0,loyal
3454,19,46579.0,4,12.5,4,148.0,353,1,2,0,0.0,37.5,126,,Desktop,DE,Thu,0,budget
3455,75,14507.0,72,11.4,7,192.0,119,0,3,1,84.3,57.1,2162,store,Android,DE,Wed,1,budget
3456,74,53662.0,66,34.8,11,68.0,495,0,4,1,43.4,74.4,1997,web,Android,BR,Mon,0,budget
3457,41,62603.0,47,18.5,4,243.0,175,0,1,0,58.5,29.0,1419,web,iOS,US,Fri,1,budget
3458,56,41536.0,59,24.6,7,177.0,125,1,2,0,28.6,55.9,1795,store,Desktop,US,Wed,1,budget
3459,66,24042.0,77,31.0,9,224.0,72,0,1,0,37.3,73.3,2313,web,Android,TR,Tue,0,budget
3460,69,13630.0,49,26.5,5,201.0,81,2,3,0,,29.7,1483,mixed,Desktop,TR,Sat,0,budget
3461,33,60469.0,16,9.6,8,180.0,356,1,3,0,,97.4,487,web,Desktop,IN,Thu,0,budget
3462,58,45887.0,112,33.2,11,123.0,278,0,3,0,46.0,35.8,3374,store,Android,US,Thu,0,budget
3463,35,62814.0,2,10.0,7,270.0,127,1,2,1,50.5,15.7,73,app,iOS,IN,Tue,0,budget
3464,41,46716.0,25,22.3,12,239.0,205,0,3,0,41.7,54.2,763,web,Desktop,US,Tue,0,budget
3465,39,18582.0,51,15.7,4,314.0,113,2,3,0,40.4,16.1,1541,web,iOS,TR,Thu,0,budget
3466,23,56851.0,63,31.6,6,98.0,93,1,2,0,54.1,47.4,1904,web,Android,US,Sat,0,budget
3467,43,70287.0,28,23.0,10,84.0,21,1,2,0,69.4,53.4,848,app,Android,TR,Fri,0,budget
3468,45,99898.0,23,11.6,2,214.0,164,2,2,0,37.8,71.8,716,mixed,Desktop,US,Fri,0,budget
3469,59,45037.0,2,1.9,5,197.0,323,0,3,0,,62.1,76,web,Android,TR,Mon,0,budget
3470,58,23583.0,71,13.1,5,274.0,98,1,4,1,54.9,43.0,2152,store,Android,US,Thu,0,budget
3471,57,24773.0,50,9.8,9,248.0,115,1,3,0,37.4,34.2,1505,app,iOS,US,Mon,0,budget
3472,55,35283.0,53,,5,62.0,56,0,0,0,62.6,76.7,1604,store,Android,TR,Sat,0,budget
3473,28,44266.0,81,20.1,5,141.0,158,0,2,0,,26.6,2432,app,Desktop,US,Wed,0,budget
3474,35,33474.0,20,20.2,8,167.0,200,0,3,1,57.2,10.2,604,app,Android,TR,Thu,0,budget
3475,40,27210.0,76,19.5,1,102.0,116,0,1,0,32.2,0.0,2301,,Android,BR,Thu,0,budget
3476,65,20795.0,42,1.0,4,109.0,43,3,3,0,31.8,25.4,1266,web,iOS,DE,Tue,0,budget
3477,61,33415.0,43,28.6,6,,65,0,2,0,100.0,35.8,1294,web,iOS,US,Sun,0,budget
3478,30,42942.0,70,13.3,11,343.0,75,0,4,0,81.2,76.9,2110,app,Android,BR,Sat,0,budget
3479,75,39033.0,35,45.6,6,156.0,187,0,7,1,75.7,37.7,1071,web,Desktop,US,Thu,0,budget
3480,34,52930.0,34,21.1,12,98.0,69,1,1,0,76.2,73.5,1045,web,Android,TR,Wed,0,budget
3481,26,38180.0,107,21.9,5,113.0,100,0,2,1,81.5,69.2,3235,web,Android,US,Sat,0,budget
3482,39,39945.0,3,3.7,1,478.0,225,0,1,0,86.6,57.5,93,web,Desktop,US,Thu,0,budget
3483,54,46628.0,41,4.2,12,950.0,187,1,3,0,85.1,50.7,1231,,Desktop,IN,Tue,0,budget
3484,53,31515.0,113,27.4,8,308.0,43,0,1,0,60.6,44.0,3399,app,,US,Tue,0,budget
3485,18,34937.0,41,8.9,4,264.0,170,0,2,0,,77.6,1235,web,Desktop,IN,Fri,0,budget
3486,41,19643.0,64,7.6,6,198.0,42,1,4,1,39.0,48.8,1942,web,Android,TR,Tue,0,budget
3487,27,69560.0,40,29.6,8,83.0,35,0,2,0,58.8,55.3,1217,web,Desktop,BR,Tue,0,budget
3488,60,26550.0,15,28.4,10,174.0,99,0,4,0,11.9,42.4,464,web,Android,TR,Thu,0,budget
3489,50,34398.0,63,2.4,7,372.0,413,0,1,0,16.0,20.3,1914,store,Desktop,TR,Wed,0,budget
3490,60,29748.0,2,40.3,9,119.0,437,0,2,0,30.4,34.5,86,app,Android,US,Fri,0,budget
3491,53,42136.0,65,25.4,8,304.0,43,4,2,0,17.8,62.4,1970,app,Android,DE,Mon,0,budget
3492,42,73670.0,119,22.7,6,61.0,144,1,1,0,22.3,32.4,3575,store,iOS,TR,Tue,0,budget
3493,40,42465.0,37,16.3,4,101.0,73,1,3,0,47.3,69.0,1126,web,iOS,IN,Mon,0,budget
3494,24,31001.0,114,25.1,4,276.0,254,1,2,0,24.7,49.7,3438,web,iOS,TR,Sat,0,budget
3495,40,45017.0,57,27.6,3,149.0,98,0,1,0,38.6,13.5,1711,web,Android,IN,Tue,0,budget
3496,65,66663.0,75,1.0,12,,67,2,4,0,70.2,27.9,2279,store,Android,DE,Thu,1,budget
3497,45,9155.0,76,17.6,8,277.0,108,2,2,0,15.0,100.0,2299,web,Android,US,Sat,0,budget
3498,74,23380.0,73,11.1,6,86.0,158,0,0,0,52.7,0.0,2192,web,iOS,TR,Mon,0,budget
3499,53,82151.0,64,14.0,9,164.0,117,2,1,0,35.4,32.4,1949,mixed,Desktop,US,Thu,0,budget
3500,64,48963.0,44,13.3,10,273.0,201,0,1,0,70.4,56.4,1322,web,iOS,US,Fri,0,budget
3501,55,30782.0,80,27.6,1,,212,1,3,0,94.7,89.7,2404,web,Desktop,TR,Tue,1,budget
3502,46,22663.0,66,2.3,9,29.0,169,0,0,0,33.2,51.3,2002,app,Android,TR,Sun,0,budget
3503,45,25215.0,35,5.8,10,26.0,142,1,3,0,58.6,55.1,1062,web,iOS,TR,Thu,0,budget
3504,45,25896.0,31,28.9,9,145.0,177,2,1,0,77.7,54.4,957,mixed,Android,TR,Mon,1,budget
3505,47,23689.0,57,6.6,9,410.0,112,2,2,0,43.7,89.3,1730,web,Desktop,BR,Sat,0,budget
3506,72,24660.0,13,17.4,6,,86,1,3,1,51.6,50.9,395,app,Android,TR,Fri,0,budget
3507,56,30142.0,105,,8,207.0,18,1,5,0,76.7,47.6,3162,web,Desktop,TR,Tue,0,budget
3508,65,40733.0,57,14.7,10,265.0,240,1,2,0,41.9,88.3,1725,app,Desktop,IN,Thu,0,budget
3509,39,37780.0,19,3.4,1,174.0,147,1,1,0,34.1,80.4,592,store,iOS,US,Thu,0,budget
3510,62,59788.0,71,7.5,10,15.0,287,1,1,0,62.7,72.8,2130,mixed,iOS,TR,Thu,1,budget
3511,32,91108.0,38,21.5,11,175.0,326,0,1,0,58.9,16.0,1156,app,Android,TR,Tue,1,budget
3512,26,56554.0,66,21.5,9,362.0,459,1,3,1,47.9,71.6,2004,web,Android,US,Wed,0,budget
3513,22,51114.0,80,1.0,8,360.0,113,0,4,1,53.9,87.4,2427,web,,DE,Mon,0,budget
3514,41,54019.0,75,5.2,11,327.0,220,0,1,0,68.5,66.1,2272,mixed,Android,US,Mon,0,budget
3515,31,31083.0,3,20.3,6,220.0,117,0,0,0,25.8,70.2,107,,Android,TR,Mon,0,budget
3516,44,36306.0,113,13.4,7,208.0,47,1,3,0,46.3,82.5,3393,mixed,iOS,US,Wed,0,loyal
3517,55,34913.0,53,22.9,8,384.0,120,2,7,1,42.0,19.5,1596,web,Desktop,TR,Mon,0,budget
3518,38,31341.0,47,19.4,8,181.0,78,2,3,0,23.6,63.1,1431,store,iOS,US,Fri,0,budget
3519,56,91262.0,8,19.6,6,507.0,316,0,1,0,90.0,62.3,257,app,Android,DE,Thu,0,budget
3520,34,29051.0,115,25.7,5,106.0,137,1,3,0,19.1,32.5,3459,app,Android,BR,Wed,0,budget
3521,59,25400.0,68,12.6,4,,84,1,3,0,3.9,21.1,2045,app,Android,BR,Sat,0,budget
3522,45,40491.0,88,19.9,6,187.0,99,0,1,0,34.3,44.8,2654,web,Android,TR,Mon,0,budget
3523,58,60892.0,52,,1,426.0,48,0,2,0,34.0,18.7,1561,web,Android,TR,Sat,0,budget
3524,38,21923.0,38,16.7,11,,250,0,4,0,57.4,61.5,1141,app,Android,US,Wed,0,budget
3525,68,31993.0,69,7.8,7,299.0,43,1,2,0,26.7,46.6,2075,web,iOS,TR,Wed,0,budget
3526,68,34332.0,104,22.8,8,166.0,207,2,5,0,82.5,15.7,3131,web,Desktop,IN,Tue,0,budget
3527,19,21442.0,87,,3,116.0,709,0,0,0,33.3,15.1,2635,app,Android,US,Thu,0,budget
3528,72,56078.0,68,5.5,12,,22,5,4,0,40.1,59.3,2065,web,Android,IN,Tue,0,budget
3529,43,37217.0,62,11.4,13,,144,4,6,1,35.2,72.8,1863,web,Android,TR,Sat,0,budget
3530,31,18956.0,101,7.3,7,109.0,72,1,1,0,54.4,95.2,3059,web,Android,US,Mon,0,budget
3531,44,64886.0,89,38.4,8,216.0,196,2,4,0,,37.8,2684,app,Android,TR,Sun,0,budget
3532,55,62595.0,63,23.9,7,191.0,235,0,4,0,26.2,54.9,1906,app,iOS,TR,Wed,1,budget
3533,54,23514.0,57,13.3,6,372.0,430,2,2,0,61.1,65.3,1736,web,Android,US,Thu,0,budget
3534,54,49308.0,40,27.6,6,181.0,227,0,3,1,57.9,38.9,1207,web,Android,IN,Thu,0,budget
3535,31,52767.0,49,,4,203.0,83,2,4,1,56.8,59.7,1490,app,iOS,US,Tue,1,budget
3536,32,38579.0,90,5.2,8,161.0,122,1,4,1,,34.4,2707,app,Desktop,DE,Sun,0,budget
3537,65,37260.0,67,,11,220.0,80,0,3,0,20.4,49.7,2010,app,iOS,TR,Wed,0,budget
3538,54,57883.0,109,35.1,8,200.0,37,3,4,0,97.2,46.5,3296,web,Android,TR,Thu,0,budget
3539,42,41161.0,25,16.5,6,60.0,298,1,4,0,50.6,27.8,750,web,,TR,Mon,1,budget
3540,21,42086.0,113,15.8,2,10.0,177,0,3,1,72.8,22.4,3407,app,Desktop,IN,Fri,1,budget
3541,64,41854.0,66,30.2,10,,125,1,2,0,59.9,57.8,1987,web,Android,US,Sun,0,budget
3542,72,40078.0,118,14.4,8,131.0,98,3,5,2,35.5,83.4,3547,web,Android,IN,Wed,0,loyal
3543,69,25505.0,52,20.1,1,198.0,46,1,4,0,27.7,42.8,1569,,Desktop,US,Tue,1,budget
3544,28,45141.0,23,9.2,7,250.0,332,2,3,0,99.4,34.5,713,web,iOS,US,Mon,0,budget
3545,37,34547.0,100,17.6,12,224.0,159,1,3,1,63.1,74.0,3004,web,Desktop,IN,Fri,0,budget
3546,18,33039.0,63,26.8,3,139.0,296,2,1,0,48.9,20.8,1904,app,iOS,IN,Fri,1,budget
3547,55,58984.0,18,22.3,6,233.0,39,0,4,1,52.7,30.4,561,app,iOS,US,Sat,0,budget
3548,67,55285.0,116,7.6,9,347.0,132,0,2,0,30.4,49.6,3497,app,Desktop,TR,Fri,0,budget
3549,34,22848.0,66,13.5,4,969.0,92,2,2,1,94.6,38.7,1992,mixed,Desktop,DE,Sat,0,budget
3550,60,41596.0,62,1.0,7,104.0,91,1,4,0,33.9,49.6,1863,store,iOS,TR,Thu,0,budget
3551,43,28701.0,13,9.5,9,,92,0,1,0,37.0,26.5,391,store,Android,TR,Tue,0,budget
3552,47,38997.0,94,20.7,6,191.0,20,0,3,1,77.9,69.3,2827,web,Android,IN,Tue,1,budget
3553,47,31266.0,18,,9,189.0,108,1,2,0,100.0,28.0,547,app,iOS,TR,Sun,0,budget
3554,25,28449.0,8,24.5,5,109.0,82,2,4,0,47.7,100.0,248,app,Desktop,TR,Mon,0,budget
3555,19,87122.0,26,11.1,9,204.0,71,1,4,0,38.7,78.3,804,web,iOS,BR,Wed,1,budget
3556,24,32518.0,9,5.1,10,488.0,95,1,1,0,46.9,68.5,295,web,iOS,TR,Mon,0,budget
3557,19,40806.0,6,9.7,4,92.0,56,0,5,0,0.0,80.6,205,store,iOS,BR,Wed,0,loyal
3558,65,41918.0,109,33.2,5,95.0,114,0,4,1,43.7,45.4,3271,app,Android,IN,Fri,1,budget
3559,35,34253.0,22,15.4,2,453.0,62,0,0,0,22.1,98.9,674,web,,US,Sat,1,budget
3560,61,39364.0,18,29.4,13,80.0,491,1,2,0,26.7,42.2,544,mixed,Android,TR,Fri,0,budget
3561,37,22223.0,97,19.7,8,505.0,97,0,2,0,38.9,83.7,2923,web,Android,DE,Mon,1,budget
